##dhm_cust
0001|石中泉骆驼酒厂红包窜货溯源标签码||2018-07-21|16|||Y|14|N|N|0
##dhm_code
15|1|59995|34618|73919|21363|09308
15|2|83047|38338|69132|41609|82261
15|3|29658|01461|95902|37887|90210
15|4|36063|21526|42857|00560|37882
15|5|62426|24298|13961|73993|62843
15|6|06897|21574|55067|76870|67665
15|7|44677|94000|05489|47502|80827
15|8|92081|98882|74560|14143|36756
15|9|95600|02998|43193|90300|16499
15|10|45962|40413|90447|95047|88117
15|11|17198|95286|45088|98334|33895
15|12|30698|09691|62152|91308|33507
15|13|44284|16421|24506|81614|57383
15|14|66260|96806|69412|13718|96655
15|15|94485|63522|40089|14212|43353
15|16|80430|68407|62275|62130|41827
15|17|18241|35270|45792|84262|02075
15|18|58804|17707|11103|75461|64486
15|19|48805|81910|40882|43962|13636
15|20|94792|14482|56569|81689|46225
15|21|52240|55248|19939|59572|68526
15|22|39612|55069|59660|47856|52036
15|23|77423|58654|22857|61414|99617
15|24|52299|12370|51675|30063|07241
15|25|06044|97058|84841|93873|22744
15|26|49698|85846|84225|23479|23309
15|27|02604|26956|86407|65396|01599
15|28|56468|51524|79233|12330|61572
15|29|64419|06404|03385|98492|90077
15|30|55079|11990|78937|19909|14851
15|31|71615|45021|56920|79735|50956
15|32|35814|46396|95885|58568|24833
15|33|37132|53988|63465|09758|72631
15|34|46769|60455|62938|79724|09509
15|35|56721|96051|84788|53260|51448
15|36|43852|36441|83270|23854|02740
15|37|58948|35514|77969|88999|35098
15|38|40784|83193|80367|70502|80897
15|39|55188|88249|45401|59799|48754
15|40|59099|86111|48029|88268|97146
15|41|89632|71685|84789|22543|38672
15|42|78141|57158|00366|84821|95130
15|43|89281|54818|39150|98180|99339
15|44|85069|84860|21803|56888|21679
15|45|13950|08204|46815|21718|97691
15|46|24854|84303|17075|40260|18999
15|47|06266|53961|91426|92231|62308
15|48|50279|47140|61232|59790|49175
15|49|41667|15773|51939|22852|95825
15|50|71940|91582|49635|79396|32069
15|51|78408|68883|52620|90780|69167
15|52|08245|12404|47958|52055|96563
15|53|07550|90097|13049|87274|96192
15|54|35414|30946|42187|69808|04784
15|55|02973|07785|98121|67656|78229
15|56|37480|45107|88621|13759|45839
15|57|71364|51878|68038|01311|31140
15|58|56291|79350|63870|04073|55376
15|59|02227|03871|28320|21686|85811
15|60|41503|34700|14860|49980|24105
15|61|17875|46819|79796|76291|32567
15|62|00587|38746|08827|99771|75084
15|63|23435|15343|68609|76699|49510
15|64|48827|95637|83318|90798|77580
15|65|56847|45624|36213|48544|14666
15|66|59318|36087|96196|99478|54774
15|67|38863|25406|69377|81523|56932
15|68|12969|67371|75635|91290|38694
15|69|23048|43996|50181|99337|80915
15|70|63231|99220|50933|96614|23670
15|71|82166|35116|90145|63281|47862
15|72|54260|27551|11693|27078|98098
15|73|02541|88688|35335|59985|94675
15|74|17324|28838|86395|17279|31167
15|75|39019|08016|41075|01605|59080
15|76|65948|12506|96767|52031|32919
15|77|87155|56428|67372|58114|97019
15|78|40221|08291|03601|98961|69448
15|79|94070|42567|38299|07294|52975
15|80|56792|16242|56750|58509|82906
15|81|08446|70389|91992|84741|54396
15|82|58876|56721|45130|13926|34123
15|83|30525|89160|30648|33863|41777
15|84|66246|20400|46720|81276|60132
15|85|62115|43462|70525|55880|22224
15|86|25242|18266|78560|59438|35481
15|87|56585|23187|91947|59827|86610
15|88|58763|31619|46754|80100|03210
15|89|68867|13539|89299|12549|12630
15|90|16273|62069|96468|57764|25034
15|91|05454|45037|21026|88703|04327
15|92|23796|81540|61931|39745|02594
15|93|74404|43510|59640|20761|13190
15|94|33921|82269|16433|56170|90697
15|95|35335|80101|41713|49006|53770
15|96|75797|26805|22328|69978|22115
15|97|49430|21265|17879|71533|56295
15|98|05139|98008|81033|26920|75281
15|99|29431|78770|02836|94251|16694
15|100|54221|49053|83025|05563|53021
15|101|89647|59695|25343|80881|26510
15|102|81881|53426|57846|67282|53764
15|103|95946|16434|78222|02955|79970
15|104|23520|54926|24099|06266|66066
15|105|15759|96691|68359|89819|58359
15|106|41101|17663|39451|99519|80416
15|107|68081|93484|66701|78632|32785
15|108|73148|76063|50629|56854|12834
15|109|73469|95143|58257|64365|27822
15|110|84750|84861|43425|70898|19846
15|111|04041|35311|92100|49800|22125
15|112|17557|69106|92692|67091|04676
15|113|33480|42942|31364|95532|68951
15|114|39782|74159|12346|53685|55953
15|115|87029|92305|03247|69972|03212
15|116|96200|15695|05366|71744|69649
15|117|91495|52978|49008|99338|22193
15|118|58150|29699|13793|45144|61779
15|119|25247|39856|73970|17665|57614
15|120|73531|22471|68730|30577|28215
15|121|68218|63143|97518|16797|12856
15|122|16807|20621|40344|67543|75417
15|123|51900|78357|03098|96394|95974
15|124|39003|21074|87862|28357|53535
15|125|09350|36327|88221|68544|59827
15|126|80969|38676|48305|76026|64011
15|127|73100|43559|14835|57907|23551
15|128|08049|21940|55008|36434|29939
15|129|00323|86546|61898|38640|23247
15|130|50077|93169|99378|79155|48978
15|131|94669|85980|66184|68020|89975
15|132|85228|67842|84978|43497|39021
15|133|88216|95621|16412|29884|87830
15|134|11989|00500|98186|20328|60859
15|135|58359|33290|09116|84633|58282
15|136|99158|34746|58191|02080|78277
15|137|77800|30874|98642|19230|81198
15|138|35845|53247|66996|32747|04082
15|139|64559|84318|47147|97200|95752
15|140|81476|27731|59414|57885|71070
15|141|31965|03633|74603|08631|22310
