##dhm_cust
0002|石中泉物流红包码|石中泉物流红包码测试10个|2018-07-21|15|||N|0|Y|N|0
##dhm_code
12|1|6025|8578|5210|2927|11007
12|2|1942|8642|4072|1675|99655
12|3|2194|0895|0782|3637|62620
12|4|2530|3719|3319|5502|58693
12|5|1011|8552|0492|1466|69325
12|6|3170|4421|8347|4018|20147
12|7|9667|4971|9071|7218|38738
12|8|6445|7999|2402|2481|81578
12|9|7386|7482|9532|6856|23988
12|10|9469|8111|9514|3808|64182
12|11|0424|2320|8168|6498|90577
12|12|8888|9819|9491|3568|11293
12|13|7066|9626|9556|7418|19356
12|14|5879|4594|2925|4990|87714
12|15|2629|8448|1551|1047|94097
12|16|1149|5312|6187|3957|68505
12|17|4463|1741|0291|3972|46853
12|18|9938|1254|6432|4010|97324
12|19|6947|1364|5196|2936|52193
12|20|7017|3109|6593|1344|54241
12|21|6492|3085|3964|9838|69703
12|22|1686|7973|0386|9812|34859
12|23|6541|1576|7579|6734|51915
12|24|2780|4345|7309|5924|84804
12|25|2567|5416|5302|0836|71429
12|26|3662|7134|7640|3843|82717
12|27|7076|2091|9677|9512|25291
12|28|7228|2652|7438|0392|82821
12|29|4603|2991|1529|5287|09797
12|30|0904|3620|3544|0047|90865
12|31|6715|8417|4966|0841|98312
12|32|1650|4163|8580|9943|36173
12|33|7012|2570|2375|4012|13413
12|34|0953|4813|5950|4870|20891
12|35|6123|8562|9424|2791|64153
12|36|9834|7510|4838|2274|69603
12|37|6710|3408|0064|0329|53038
12|38|3846|0597|5273|3548|68795
12|39|7024|4436|7947|3154|00273
12|40|7816|5722|5595|8193|80139
12|41|1256|2233|8076|7206|55575
12|42|7345|7084|6670|4485|55577
12|43|8830|5159|7349|0231|64548
12|44|0735|4515|6569|3210|26453
12|45|2389|0290|9542|5906|39264
12|46|1958|1106|1021|2184|56929
12|47|3479|7981|8583|7439|52536
12|48|6389|5728|8408|1256|60805
12|49|7555|6870|3561|2568|17450
12|50|5810|8036|4772|7307|79585
12|51|8978|8876|3719|8565|12927
12|52|3410|3463|8808|9247|36695
12|53|6014|4200|3455|7231|83734
12|54|8784|8226|6868|3019|16616
12|55|5835|6323|7327|9899|18069
12|56|2932|4321|7963|6597|11971
12|57|9521|7007|5045|2434|63987
12|58|3262|4527|8756|4985|29472
12|59|7058|1296|6477|3671|25234
12|60|1394|1478|3235|7420|89521
12|61|6507|9559|1233|9211|53237
12|62|6282|7289|9383|3238|90608
12|63|1265|3651|8865|1593|78525
12|64|8303|8730|7544|6300|71595
12|65|4447|1999|5133|3847|39839
12|66|3361|3093|0847|2216|12522
12|67|4223|5097|3558|0413|33986
12|68|3140|0324|4454|0503|87321
12|69|7043|8595|2191|2136|84170
12|70|0106|8024|0556|9583|32105
12|71|2639|8297|8616|1266|72110
12|72|2506|6454|3378|1787|43980
12|73|9023|5167|4946|6461|73701
12|74|9368|3527|4174|8348|13654
12|75|7488|0321|2827|7783|83146
12|76|5503|9816|6231|4409|80271
12|77|7611|0036|8436|1704|05025
12|78|6500|3547|9866|4017|90151
12|79|2248|0740|7480|6098|96736
12|80|3733|5605|7427|5127|12307
12|81|2536|4021|0200|5248|35058
12|82|9353|4530|8295|4599|71596
12|83|2895|1622|6365|4843|79821
12|84|1296|1517|3880|3200|91851
12|85|6024|0443|0278|6977|02970
12|86|8278|5420|2625|0602|19893
12|87|7905|7540|5771|5151|03782
12|88|4796|7748|5004|0384|59922
12|89|2800|5123|1209|9273|96031
12|90|6127|7664|8521|5033|82652
12|91|8254|5562|4487|0655|29118
12|92|3332|6991|2713|0938|77907
12|93|0093|6381|8031|7018|89247
12|94|8252|5206|4147|3400|07033
12|95|7421|5260|3801|7488|43136
12|96|8508|4443|1422|1620|62310
12|97|7627|5037|8285|7596|74003
12|98|2504|4492|0167|3711|59073
12|99|1380|8704|7503|4282|59751
12|100|4424|7799|8043|1687|01018
12|101|7631|4411|2008|0890|65739
12|102|9234|4467|9744|6473|26788
12|103|8610|0464|1882|2171|63121
12|104|7682|7254|1992|2898|94926
12|105|4830|4650|7298|6378|22329
12|106|0567|1453|2712|5169|69288
12|107|1600|8637|2803|2467|40364
12|108|9494|8092|7525|1534|73404
12|109|5086|5430|5671|9121|18241
12|110|8756|7637|1902|4367|48816
12|111|3703|3236|6279|0213|96029
12|112|1734|4937|6295|7304|49739
12|113|1538|4797|1408|0396|83944
12|114|9470|1872|0067|7264|31574
12|115|2833|2380|9247|0106|65554
12|116|5659|2352|6482|9448|29493
12|117|6989|2790|4391|0557|87174
12|118|1654|7321|7715|2338|38178
12|119|3560|2357|2841|8747|10218
12|120|1464|9751|9843|2695|58840
12|121|7259|1948|7005|2454|06060
12|122|6754|9647|7854|0564|65094
12|123|2955|1957|0694|5238|72163
12|124|1845|9047|0637|4269|73176
12|125|0670|7310|4130|1439|76670
12|126|8715|7016|5991|5418|10600
12|127|0587|2467|8938|1180|16432
12|128|1998|4655|5620|3899|61798
12|129|8042|6416|3151|5363|45264
12|130|3983|0091|0135|2879|12580
12|131|8528|7678|6206|0675|91036
12|132|9616|3488|4052|3809|96314
12|133|2695|9304|3949|4579|57058
12|134|1501|2037|0793|1422|60286
12|135|1347|3878|3631|0324|54587
12|136|4897|4961|7689|8728|67619
12|137|0448|8514|8908|1937|21198
12|138|2717|8516|0974|2023|74536
12|139|6116|9857|4845|9229|00080
12|140|0534|0988|0790|5881|91414
12|141|9624|9084|2911|2790|23516
12|142|1575|7694|6184|8160|45985
12|143|2403|6903|5982|8992|00774
12|144|1724|5983|0112|4996|27324
12|145|1041|8553|3341|4989|78367
12|146|4521|0235|4432|5808|81651
12|147|2280|8806|5675|3714|68604
12|148|6162|6860|4913|8297|08388
12|149|8020|6961|0079|8885|02912
12|150|0499|9301|6226|3445|63015
12|151|0316|1854|5055|9997|98331
12|152|4042|3033|6951|0513|61594
12|153|6381|6847|5510|7329|88629
12|154|0956|0559|4573|2047|04663
12|155|3583|4837|7756|6942|26054
12|156|8061|3393|6886|9530|57931
12|157|7240|7425|3691|4919|65894
12|158|6161|7891|3106|8118|63379
12|159|6812|7076|6513|0497|34133
12|160|9169|4020|6133|2782|75348
12|161|1378|2698|6684|3876|83622
12|162|2358|9478|9688|7337|58573
12|163|7053|2650|0894|4042|11390
12|164|8465|6338|8564|7335|89886
12|165|2182|6899|4247|0689|83733
12|166|3412|1834|6067|7859|31780
12|167|6514|1191|4500|5540|80008
12|168|7029|1477|0658|8522|02059
12|169|6208|2055|7069|7349|67083
12|170|8050|4061|0957|8471|99874
12|171|8827|1801|0025|6904|54294
12|172|9119|6662|0737|1382|12113
12|173|8341|3518|9096|2020|71910
12|174|1781|9636|3929|0464|26638
12|175|0125|6080|2665|2548|80135
12|176|1492|1621|9620|3455|02432
12|177|5963|9140|6773|5366|03997
12|178|2612|4536|7053|7625|40893
12|179|9041|8131|0115|9387|80154
12|180|3408|8580|0627|4778|81509
12|181|8956|9271|9045|0551|00374
12|182|1051|7236|4899|6245|05602
12|183|6708|4556|2571|6834|79959
12|184|6622|2266|9580|7891|72389
12|185|9704|6764|7358|3240|29051
12|186|2704|7448|3128|1842|02483
12|187|8445|5638|4820|0478|77950
12|188|3895|7707|5850|8173|54446
12|189|0960|8567|9611|0369|54910
12|190|6436|8449|3531|0408|65477
12|191|3420|8690|1726|1565|74077
12|192|5214|0011|0160|1578|85524
12|193|1730|3297|4297|9679|29029
12|194|8398|2884|9259|6123|17069
12|195|7573|2334|2484|4225|47341
12|196|2439|2720|8879|4887|91278
12|197|3416|3404|8479|3628|62008
12|198|7068|5323|6602|0120|07876
12|199|7506|6765|6506|0216|23581
12|200|0297|1655|4543|0481|78546
12|201|8871|0333|7820|5224|32190
12|202|3421|2835|4348|6032|84378
12|203|2320|4678|5706|3795|71938
12|204|6015|5137|2193|3243|50121
12|205|3444|8029|0484|9976|59615
12|206|0935|4992|3787|9991|06382
12|207|3616|1268|9736|4402|60289
12|208|7976|2278|8573|0072|55210
12|209|6928|0045|3906|0669|26260
12|210|7853|1617|8647|0580|65736
12|211|8222|2711|1266|7519|15778
12|212|5512|9016|0322|8938|27511
12|213|7994|3849|1490|0933|50191
12|214|8009|8308|7099|9645|02102
12|215|7753|3933|8157|5174|47121
12|216|1847|1797|5995|1747|12291
12|217|4458|6663|5803|1603|23571
12|218|9549|9908|3014|1631|29435
12|219|6980|7579|2611|7510|43353
12|220|7830|2062|0561|1965|72613
12|221|2056|9112|2723|8040|36760
12|222|8648|7385|6256|4883|32992
12|223|8286|0468|3525|6029|20371
12|224|8493|1410|8504|0176|86866
12|225|1298|9755|5686|4472|91873
12|226|3385|1074|1489|0290|60668
12|227|8755|8992|9533|8960|08020
12|228|3713|3086|3343|0432|74773
12|229|3090|6079|3486|5133|13773
12|230|6098|8223|6062|2885|25592
12|231|8900|4145|7809|1602|14147
12|232|3375|1338|6878|4953|17338
12|233|4145|9059|6120|2513|35878
